Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;Categoria
Contoso;Econômico;5,86;11,5;786;Acessório para Computador
Contoso;Econômico;4,84;9,5;787;Acessório para Computador
Contoso;Econômico;6,6;12,95;812;Acessório para Computador
Contoso;Econômico;6,88;13,5;813;Acessório para Computador
Contoso;Econômico;5,86;11,5;816;Acessório para Computador
Contoso;Econômico;4,84;9,5;817;Acessório para Computador
Contoso;Econômico;15,24;29,9;819;Acessório para Computador
Contoso;Econômico;13;25,5;820;Acessório para Computador
Contoso;Econômico;6,6;12,95;743;Acessório para Computador
Contoso;Econômico;20,34;39,9;744;Acessório para Computador
Contoso;Econômico;6,6;12,95;747;Acessório para Computador
Contoso;Econômico;6,88;13,5;748;Acessório para Computador
Contoso;Econômico;5,86;11,5;751;Acessório para Computador
Contoso;Econômico;4,84;9,5;752;Acessório para Computador
Contoso;Econômico;15,24;29,9;754;Acessório para Computador
Contoso;Econômico;13;25,5;755;Acessório para Computador
Contoso;Econômico;6,07;11,9;759;Acessório para Computador
Contoso;Econômico;7,09;13,9;760;Acessório para Computador
Contoso;Econômico;8,62;16,9;761;Acessório para Computador
Contoso;Econômico;15,27;29,95;765;Acessório para Computador
Contoso;Econômico;10,15;19,9;766;Acessório para Computador
Contoso;Econômico;15,24;29,9;789;Acessório para Computador
Contoso;Econômico;13;25,5;790;Acessório para Computador
Contoso;Econômico;6,07;11,9;794;Acessório para Computador
Contoso;Econômico;7,09;13,9;795;Acessório para Computador
Contoso;Econômico;8,62;16,9;796;Acessório para Computador
Contoso;Econômico;6,07;11,9;824;Acessório para Computador
Contoso;Econômico;7,09;13,9;825;Acessório para Computador
Contoso;Econômico;8,62;16,9;826;Acessório para Computador
Contoso;Econômico;15,27;29,95;830;Acessório para Computador
Contoso;Econômico;10,15;19,9;831;Acessório para Computador
Contoso;Econômico;7,9;15,5;832;Acessório para Computador
Contoso;Econômico;13,71;26,9;845;Acessório para Computador
Contoso;Econômico;7,95;15,6;846;Acessório para Computador
Contoso;Econômico;7,95;15,6;847;Acessório para Computador
Contoso;Econômico;7,95;15,6;848;Acessório para Computador
Contoso;Econômico;7,95;15,6;849;Acessório para Computador
Contoso;Econômico;10,69;20,96;870;Acessório para Computador
Contoso;Econômico;10,69;20,96;871;Acessório para Computador
Contoso;Econômico;10,69;20,96;872;Acessório para Computador
Contoso;Luxo;43,06;129,95;874;Acessório para Computador
Contoso;Luxo;43,06;129,95;875;Acessório para Computador
Contoso;Luxo;43,06;129,95;876;Acessório para Computador
Contoso;Luxo;43,06;129,95;877;Acessório para Computador
Contoso;Luxo;43,06;129,95;878;Acessório para Computador
Contoso;Luxo;49,7;150;883;Acessório para Computador
Contoso;Luxo;49,7;150;884;Acessório para Computador
Contoso;Luxo;49,7;150;885;Acessório para Computador
Contoso;Luxo;49,7;150;886;Acessório para Computador
Contoso;Regular;11,91;25,9;839;Acessório para Computador
Contoso;Regular;18,35;39,9;840;Acessório para Computador
Contoso;Luxo;13,22;39,9;799;Acessório para Computador
Contoso;Regular;5,29;11,5;775;Acessório para Computador
Contoso;Regular;10,99;23,9;776;Acessório para Computador
Contoso;Regular;9,17;19,95;780;Acessório para Computador
Contoso;Regular;7,59;16,5;781;Acessório para Computador
Contoso;Regular;7,59;16,5;784;Acessório para Computador
Contoso;Regular;4,37;9,5;785;Acessório para Computador
Contoso;Regular;5,29;11,5;788;Acessório para Computador
Contoso;Regular;9,17;19,95;810;Acessório para Computador
Contoso;Regular;7,59;16,5;811;Acessório para Computador
Contoso;Regular;7,59;16,5;814;Acessório para Computador
Contoso;Regular;4,37;9,5;815;Acessório para Computador
Contoso;Regular;5,29;11,5;818;Acessório para Computador
Contoso;Regular;9,17;19,95;745;Acessório para Computador
Contoso;Regular;7,59;16,5;746;Acessório para Computador
Contoso;Regular;7,59;16,5;749;Acessório para Computador
Contoso;Regular;4,37;9,5;750;Acessório para Computador
Contoso;Regular;5,29;11,5;753;Acessório para Computador
Contoso;Regular;13,75;29,9;756;Acessório para Computador
Contoso;Regular;12,83;27,9;757;Acessório para Computador
Contoso;Regular;12,83;27,9;758;Acessório para Computador
Contoso;Luxo;11,23;33,9;762;Acessório para Computador
Contoso;Regular;10,99;23,9;763;Acessório para Computador
Contoso;Luxo;13,22;39,9;764;Acessório para Computador
Contoso;Regular;13,75;29,9;791;Acessório para Computador
Contoso;Regular;12,83;27,9;792;Acessório para Computador
Contoso;Regular;12,83;27,9;793;Acessório para Computador
Contoso;Luxo;11,23;33,9;797;Acessório para Computador
Contoso;Regular;10,99;23,9;798;Acessório para Computador
Contoso;Regular;13,75;29,9;821;Acessório para Computador
Contoso;Regular;12,83;27,9;822;Acessório para Computador
Contoso;Regular;12,83;27,9;823;Acessório para Computador
Contoso;Luxo;11,23;33,9;827;Acessório para Computador
Contoso;Regular;10,99;23,9;828;Acessório para Computador
Contoso;Luxo;13,22;39,9;829;Acessório para Computador
Contoso;Luxo;76,5;230,9;850;Acessório para Computador
Contoso;Luxo;76,5;230,9;851;Acessório para Computador
Contoso;Luxo;76,5;230,9;852;Acessório para Computador
Contoso;Luxo;76,5;230,9;853;Acessório para Computador
Contoso;Regular;59,32;129;854;Acessório para Computador
Contoso;Regular;59,32;129;855;Acessório para Computador
Contoso;Regular;59,32;129;856;Acessório para Computador
Contoso;Regular;59,32;129;857;Acessório para Computador
Contoso;Regular;13,77;29,95;858;Acessório para Computador
Contoso;Regular;13,77;29,95;859;Acessório para Computador
Contoso;Regular;13,77;29,95;860;Acessório para Computador
Contoso;Regular;13,77;29,95;861;Acessório para Computador
Contoso;Regular;13,77;29,95;862;Acessório para Computador
Contoso;Regular;23,45;50,99;863;Acessório para Computador
Contoso;Regular;23,45;50,99;864;Acessório para Computador
Contoso;Regular;23,45;50,99;865;Acessório para Computador
Contoso;Regular;32,19;69,99;866;Acessório para Computador
Contoso;Regular;32,19;69,99;867;Acessório para Computador
Contoso;Regular;32,19;69,99;868;Acessório para Computador
Contoso;Regular;32,19;69,99;869;Acessório para Computador
Contoso;Regular;10,57;22,99;1352;Telefone para Casa & Escritório
Contoso;Regular;12,41;26,99;1353;Telefone para Casa & Escritório
Contoso;Regular;13,33;28,99;1354;Telefone para Casa & Escritório
Contoso;Regular;15,17;32,99;1355;Telefone para Casa & Escritório
Contoso;Regular;16,55;35,99;1356;Telefone para Casa & Escritório
Contoso;Regular;17,93;38,99;1357;Telefone para Casa & Escritório
Contoso;Regular;18,39;39,99;1358;Telefone para Casa & Escritório
Contoso;Luxo;14,24;42,99;1359;Telefone para Casa & Escritório
Contoso;Luxo;15,57;46,99;1360;Telefone para Casa & Escritório
Contoso;Luxo;16,56;49,99;1361;Telefone para Casa & Escritório
Contoso;Regular;7,81;16,99;1362;Telefone para Casa & Escritório
Contoso;Regular;10,57;22,99;1363;Telefone para Casa & Escritório
Contoso;Econômico;5,09;9,99;1316;Telefone para Casa & Escritório
Contoso;Econômico;6,62;12,99;1317;Telefone para Casa & Escritório
Contoso;Econômico;8,66;16,99;1318;Telefone para Casa & Escritório
Contoso;Regular;10,57;22,99;1319;Telefone para Casa & Escritório
Contoso;Regular;12,41;26,99;1320;Telefone para Casa & Escritório
Contoso;Regular;13,33;28,99;1321;Telefone para Casa & Escritório
Contoso;Regular;15,17;32,99;1322;Telefone para Casa & Escritório
Contoso;Regular;16,55;35,99;1323;Telefone para Casa & Escritório
Contoso;Regular;17,93;38,99;1324;Telefone para Casa & Escritório
Contoso;Regular;18,39;39,99;1325;Telefone para Casa & Escritório
Contoso;Luxo;14,24;42,99;1326;Telefone para Casa & Escritório
Contoso;Luxo;15,57;46,99;1327;Telefone para Casa & Escritório
Contoso;Luxo;16,56;49,99;1328;Telefone para Casa & Escritório
Contoso;Regular;7,81;16,99;1329;Telefone para Casa & Escritório
Contoso;Regular;10,57;22,99;1330;Telefone para Casa & Escritório
Contoso;Regular;12,41;26,99;1331;Telefone para Casa & Escritório
Contoso;Regular;13,33;28,99;1332;Telefone para Casa & Escritório
Contoso;Regular;15,17;32,99;1333;Telefone para Casa & Escritório
Contoso;Regular;16,55;35,99;1334;Telefone para Casa & Escritório
Contoso;Regular;18,48;40,19;1335;Telefone para Casa & Escritório
Contoso;Regular;20,15;43,81;1336;Telefone para Casa & Escritório
Contoso;Regular;21,82;47,44;1337;Telefone para Casa & Escritório
Contoso;Regular;15,17;32,99;1338;Telefone para Casa & Escritório
Contoso;Regular;16,55;35,99;1339;Telefone para Casa & Escritório
Contoso;Econômico;7,23;14,19;1340;Telefone para Casa & Escritório
Contoso;Econômico;8,16;16;1341;Telefone para Casa & Escritório
Contoso;Luxo;13,92;42;1342;Telefone para Casa & Escritório
Contoso;Luxo;10,27;31;1343;Telefone para Casa & Escritório
Contoso;Econômico;8,16;16;1344;Telefone para Casa & Escritório
Contoso;Regular;10,12;22;1345;Telefone para Casa & Escritório
Contoso;Regular;10,58;23;1346;Telefone para Casa & Escritório
Contoso;Regular;9,66;21;1347;Telefone para Casa & Escritório
Contoso;Regular;10,57;22,99;1348;Telefone para Casa & Escritório
Contoso;Econômico;5,09;9,99;1349;Telefone para Casa & Escritório
Contoso;Econômico;6,62;12,99;1350;Telefone para Casa & Escritório
Contoso;Econômico;8,66;16,99;1351;Telefone para Casa & Escritório
Contoso;Regular;12,41;26,99;1364;Telefone para Casa & Escritório
Contoso;Regular;13,33;28,99;1365;Telefone para Casa & Escritório
Contoso;Regular;15,17;32,99;1366;Telefone para Casa & Escritório
Contoso;Regular;16,55;35,99;1367;Telefone para Casa & Escritório
Contoso;Regular;18,48;40,19;1368;Telefone para Casa & Escritório
Contoso;Regular;20,15;43,81;1369;Telefone para Casa & Escritório
Contoso;Regular;21,82;47,44;1370;Telefone para Casa & Escritório
Contoso;Regular;15,17;32,99;1371;Telefone para Casa & Escritório
Contoso;Regular;16,55;35,99;1372;Telefone para Casa & Escritório
Contoso;Econômico;7,23;14,19;1373;Telefone para Casa & Escritório
Contoso;Econômico;8,16;16;1374;Telefone para Casa & Escritório
Contoso;Luxo;13,92;42;1375;Telefone para Casa & Escritório
Contoso;Luxo;10,27;31;1376;Telefone para Casa & Escritório
Contoso;Econômico;8,16;16;1377;Telefone para Casa & Escritório
Contoso;Regular;10,12;22;1378;Telefone para Casa & Escritório
Contoso;Regular;10,58;23;1379;Telefone para Casa & Escritório
Contoso;Regular;9,66;21;1380;Telefone para Casa & Escritório
Contoso;Regular;10,57;22,99;1381;Telefone para Casa & Escritório
Contoso;Econômico;5,09;9,99;1382;Telefone para Casa & Escritório
Contoso;Econômico;6,62;12,99;1383;Telefone para Casa & Escritório
Contoso;Econômico;8,66;16,99;1384;Telefone para Casa & Escritório
Contoso;Regular;10,57;22,99;1385;Telefone para Casa & Escritório
Contoso;Regular;12,41;26,99;1386;Telefone para Casa & Escritório
Contoso;Regular;13,33;28,99;1387;Telefone para Casa & Escritório
Contoso;Regular;15,17;32,99;1388;Telefone para Casa & Escritório
Contoso;Regular;16,55;35,99;1389;Telefone para Casa & Escritório
Contoso;Regular;17,93;38,99;1390;Telefone para Casa & Escritório
Contoso;Regular;18,39;39,99;1391;Telefone para Casa & Escritório
Contoso;Luxo;14,24;42,99;1392;Telefone para Casa & Escritório
Contoso;Luxo;15,57;46,99;1393;Telefone para Casa & Escritório
Contoso;Luxo;16,56;49,99;1394;Telefone para Casa & Escritório
Contoso;Regular;7,81;16,99;1395;Telefone para Casa & Escritório
Contoso;Regular;10,57;22,99;1396;Telefone para Casa & Escritório
Contoso;Regular;12,41;26,99;1397;Telefone para Casa & Escritório
Contoso;Regular;13,33;28,99;1398;Telefone para Casa & Escritório
Contoso;Regular;15,17;32,99;1399;Telefone para Casa & Escritório
Contoso;Regular;16,55;35,99;1400;Telefone para Casa & Escritório
Contoso;Regular;18,48;40,19;1401;Telefone para Casa & Escritório
Contoso;Regular;20,15;43,81;1402;Telefone para Casa & Escritório
Contoso;Regular;21,82;47,44;1403;Telefone para Casa & Escritório
Contoso;Regular;15,17;32,99;1404;Telefone para Casa & Escritório
Contoso;Regular;16,55;35,99;1405;Telefone para Casa & Escritório
Contoso;Econômico;7,23;14,19;1406;Telefone para Casa & Escritório
Contoso;Econômico;8,16;16;1407;Telefone para Casa & Escritório
Contoso;Econômico;10,19;19,99;1256;Acessório para Câmera
Contoso;Econômico;20,39;39,99;1257;Acessório para Câmera
Contoso;Econômico;20,39;39,99;1258;Acessório para Câmera
Contoso;Econômico;3,54;6,95;1271;Acessório para Câmera
Contoso;Econômico;3,54;6,95;1272;Acessório para Câmera
Contoso;Econômico;3,54;6,95;1273;Acessório para Câmera
Contoso;Econômico;26,58;52,13;1274;Acessório para Câmera
Contoso;Econômico;26,58;52,13;1275;Acessório para Câmera
Contoso;Econômico;26,58;52,13;1276;Acessório para Câmera
Contoso;Econômico;26,58;52,13;1277;Acessório para Câmera
Contoso;Econômico;7,64;14,99;1278;Acessório para Câmera
Contoso;Econômico;7,64;14,99;1279;Acessório para Câmera
Contoso;Econômico;7,64;14,99;1280;Acessório para Câmera
Contoso;Econômico;7,64;14,99;1281;Acessório para Câmera
Contoso;Econômico;12,74;24,99;1282;Acessório para Câmera
Contoso;Econômico;25,49;49,99;1247;Acessório para Câmera
Contoso;Econômico;25,49;49,99;1248;Acessório para Câmera
Contoso;Econômico;25,49;49,99;1249;Acessório para Câmera
Contoso;Econômico;30,58;59,99;1250;Acessório para Câmera
Contoso;Econômico;30,58;59,99;1251;Acessório para Câmera
Contoso;Econômico;30,58;59,99;1252;Acessório para Câmera
Contoso;Econômico;10,19;19,99;1253;Acessório para Câmera
Contoso;Econômico;10,19;19,99;1254;Acessório para Câmera
Contoso;Econômico;10,19;19,99;1255;Acessório para Câmera
Contoso;Econômico;20,39;39,99;1259;Acessório para Câmera
Contoso;Econômico;18,86;36,99;1260;Acessório para Câmera
Contoso;Econômico;18,86;36,99;1261;Acessório para Câmera
Contoso;Econômico;18,86;36,99;1262;Acessório para Câmera
Contoso;Econômico;35,68;69,99;1263;Acessório para Câmera
Contoso;Econômico;35,68;69,99;1264;Acessório para Câmera
Contoso;Econômico;35,68;69,99;1265;Acessório para Câmera
Contoso;Econômico;25,47;49,96;1266;Acessório para Câmera
Contoso;Econômico;25,47;49,96;1267;Acessório para Câmera
Contoso;Econômico;25,47;49,96;1268;Acessório para Câmera
Contoso;Econômico;25,47;49,96;1269;Acessório para Câmera
Contoso;Econômico;3,54;6,95;1270;Acessório para Câmera
Contoso;Econômico;12,74;24,99;1283;Acessório para Câmera
Contoso;Econômico;12,74;24,99;1284;Acessório para Câmera
Contoso;Econômico;12,74;24,99;1285;Acessório para Câmera
Contoso;Econômico;39,76;77,99;1286;Acessório para Câmera
Contoso;Econômico;39,76;77,99;1287;Acessório para Câmera
Contoso;Econômico;39,76;77,99;1288;Acessório para Câmera
Contoso;Econômico;39,76;77,99;1289;Acessório para Câmera
Contoso;Luxo;121,45;366,55;1290;Acessório para Câmera
Contoso;Luxo;121,45;366,55;1291;Acessório para Câmera
Contoso;Luxo;121,45;366,55;1292;Acessório para Câmera
Contoso;Luxo;197,14;595;1293;Acessório para Câmera
Contoso;Luxo;197,14;595;1294;Acessório para Câmera
Contoso;Luxo;197,14;595;1295;Acessório para Câmera
Contoso;Regular;11,5;25;1296;Acessório para Câmera
Contoso;Regular;11,5;25;1297;Acessório para Câmera
Contoso;Regular;11,5;25;1298;Acessório para Câmera
Contoso;Regular;11,5;25;1299;Acessório para Câmera
Contoso;Regular;43,69;95;1300;Acessório para Câmera
Contoso;Regular;43,69;95;1301;Acessório para Câmera
Contoso;Regular;43,69;95;1302;Acessório para Câmera
Contoso;Regular;43,69;95;1303;Acessório para Câmera
Contoso;Regular;31,27;68;1304;Acessório para Câmera
Contoso;Regular;31,27;68;1305;Acessório para Câmera
Contoso;Regular;31,27;68;1306;Acessório para Câmera
Contoso;Regular;31,27;68;1307;Acessório para Câmera
Contoso;Econômico;14,28;28;1308;Acessório para Câmera
Contoso;Econômico;14,28;28;1309;Acessório para Câmera
Contoso;Econômico;14,28;28;1310;Acessório para Câmera
Contoso;Econômico;14,28;28;1311;Acessório para Câmera
Contoso;Regular;94,27;205;1312;Acessório para Câmera
Contoso;Regular;94,27;205;1313;Acessório para Câmera
Contoso;Regular;94,27;205;1314;Acessório para Câmera
Contoso;Regular;94,27;205;1315;Acessório para Câmera
Contoso;Econômico;6,62;12,99;1;Aparelho de Som
Contoso;Econômico;6,62;12,99;2;Aparelho de Som
Contoso;Econômico;7,4;14,52;3;Aparelho de Som
Contoso;Econômico;11;21,57;4;Aparelho de Som
Contoso;Econômico;11;21,57;5;Aparelho de Som
Contoso;Econômico;11;21,57;6;Aparelho de Som
Contoso;Econômico;11;21,57;7;Aparelho de Som
Contoso;Econômico;30,58;59,99;8;Aparelho de Som
Contoso;Econômico;30,58;59,99;9;Aparelho de Som
Contoso;Econômico;30,58;59,99;10;Aparelho de Som
Contoso;Econômico;30,58;59,99;11;Aparelho de Som
Contoso;Econômico;35,72;77,68;12;Aparelho de Som
Contoso;Econômico;35,72;77,68;13;Aparelho de Som
Contoso;Econômico;35,72;77,68;14;Aparelho de Som
Contoso;Econômico;35,72;77,68;15;Aparelho de Som
Contoso;Luxo;99,14;299,23;37;Aparelho de Som
Contoso;Luxo;99,14;299,23;38;Aparelho de Som
Contoso;Luxo;99,14;299,23;39;Aparelho de Som
Contoso;Luxo;99,14;299,23;40;Aparelho de Som
Contoso;Econômico;152,44;299;240;Home Theater
Contoso;Econômico;101,46;199;249;Home Theater
Contoso;Econômico;152,44;299;253;Home Theater
Contoso;Econômico;101,46;199;262;Home Theater
Contoso;Econômico;152,44;299;266;Home Theater
Contoso;Econômico;101,46;199;275;Home Theater
Contoso;Econômico;152,44;299;279;Home Theater
Contoso;Econômico;101,46;199;288;Home Theater
Contoso;Econômico;148,08;322;1106;Câmera Digital SLR
Contoso;Econômico;86,91;189;1468;Smartphone
Contoso;Econômico;91,97;200;1469;Smartphone
Contoso;Econômico;91,51;199;1465;Smartphone
Contoso;Luxo;760,38;2295;575;Projetor
Contoso;Luxo;827,97;2499;576;Projetor
Contoso;Econômico;62,95;190;584;Projetor
Contoso;Econômico;70,87;139;585;Projetor
Contoso;Econômico;55,57;109;586;Projetor
Contoso;Luxo;760,38;2295;587;Projetor
Contoso;Luxo;827,97;2499;588;Projetor
Contoso;Econômico;62,95;190;596;Projetor
Contoso;Econômico;70,87;139;597;Projetor
Contoso;Econômico;55,57;109;598;Projetor
Contoso;Luxo;760,38;2295;599;Projetor
Contoso;Luxo;827,97;2499;600;Projetor
Contoso;Econômico;62,95;190;608;Projetor
Contoso;Econômico;70,87;139;609;Projetor
Contoso;Econômico;55,57;109;610;Projetor
Contoso;Luxo;211,05;637;1076;Câmera Digital SLR
Contoso;Econômico;144,4;314;1078;Câmera Digital SLR
Contoso;Luxo;214,03;646;1080;Câmera Digital SLR
Contoso;Econômico;139,8;304;1082;Câmera Digital SLR
Contoso;Luxo;214,03;646;1084;Câmera Digital SLR
Contoso;Econômico;139,8;304;1086;Câmera Digital SLR
Contoso;Luxo;222,98;673;1088;Câmera Digital SLR
Contoso;Luxo;222,98;673;1092;Câmera Digital SLR
Contoso;Luxo;209,39;632;1096;Câmera Digital SLR
Contoso;Luxo;209,39;632;1100;Câmera Digital SLR
Contoso;Econômico;6,62;12,99;1621;Filme DVD
Contoso;Luxo;72,56;219;1622;Filme DVD
Contoso;Luxo;72,56;219;1623;Filme DVD
Contoso;Luxo;72,56;219;1624;Filme DVD
Contoso;Luxo;72,56;219;1625;Filme DVD
Contoso;Luxo;72,56;219;1626;Filme DVD
Contoso;Econômico;5,09;9,99;1629;Filme DVD
Contoso;Luxo;7,58;22,89;1630;Filme DVD
Contoso;Econômico;5,09;9,99;1634;Filme DVD
Contoso;Luxo;7,58;22,89;1635;Filme DVD
Contoso;Econômico;5,09;9,99;1639;Filme DVD
Contoso;Luxo;7,58;22,89;1640;Filme DVD
Contoso;Econômico;56,08;109,99;1648;Filme DVD
Contoso;Luxo;86,14;259,99;1649;Filme DVD
Contoso;Luxo;96,08;289,99;1650;Filme DVD
Contoso;Econômico;56,08;109,99;1653;Filme DVD
Contoso;Luxo;86,14;259,99;1654;Filme DVD
Contoso;Luxo;96,08;289,99;1655;Filme DVD
Contoso;Econômico;56,08;109,99;1658;Filme DVD
Contoso;Luxo;86,14;259,99;1659;Filme DVD
Contoso;Luxo;96,08;289,99;1660;Filme DVD
Contoso;Econômico;7,64;14,99;2488;Acessórios para Telefone & Tablet
Contoso;Econômico;7,64;14,99;2489;Acessórios para Telefone & Tablet
Contoso;Econômico;7,64;14,99;2490;Acessórios para Telefone & Tablet
Contoso;Econômico;12,74;24,99;2491;Acessórios para Telefone & Tablet
Contoso;Econômico;12,74;24,99;2492;Acessórios para Telefone & Tablet
Contoso;Econômico;12,74;24,99;2493;Acessórios para Telefone & Tablet
Contoso;Econômico;1,5;2,94;2494;Acessórios para Telefone & Tablet
Contoso;Econômico;5,09;9,99;2495;Acessórios para Telefone & Tablet
Contoso;Econômico;5,09;9,99;2496;Acessórios para Telefone & Tablet
Contoso;Econômico;5,09;9,99;2497;Acessórios para Telefone & Tablet
Contoso;Econômico;12,09;23,72;2498;Acessórios para Telefone & Tablet
Contoso;Econômico;12,09;23,72;2499;Acessórios para Telefone & Tablet
Contoso;Econômico;12,09;23,72;2500;Acessórios para Telefone & Tablet
Contoso;Econômico;12,09;23,72;2501;Acessórios para Telefone & Tablet
Contoso;Econômico;5,09;9,99;2502;Acessórios para Telefone & Tablet
Contoso;Econômico;5,09;9,99;2503;Acessórios para Telefone & Tablet
Contoso;Econômico;5,09;9,99;2504;Acessórios para Telefone & Tablet
Contoso;Econômico;5,09;9,99;2505;Acessórios para Telefone & Tablet
Contoso;Econômico;2,42;4,74;2506;Acessórios para Telefone & Tablet
Contoso;Econômico;2,42;4,74;2507;Acessórios para Telefone & Tablet
Contoso;Econômico;2,42;4,74;2508;Acessórios para Telefone & Tablet
Contoso;Econômico;2,07;4,06;2509;Acessórios para Telefone & Tablet
Contoso;Econômico;2,07;4,06;2510;Acessórios para Telefone & Tablet
Contoso;Econômico;2,07;4,06;2511;Acessórios para Telefone & Tablet
Contoso;Luxo;43,07;129,99;2512;Acessórios para Telefone & Tablet
Contoso;Luxo;43,07;129,99;2513;Acessórios para Telefone & Tablet
Contoso;Luxo;43,07;129,99;2514;Acessórios para Telefone & Tablet
Contoso;Econômico;1,71;3,35;2515;Acessórios para Telefone & Tablet
Contoso;Econômico;1,71;3,35;2516;Acessórios para Telefone & Tablet
Contoso;Econômico;1,71;3,35;2517;Acessórios para Telefone & Tablet
Contoso;Regular;50,56;109,95;16;Aparelho de Som
Contoso;Regular;50,56;109,95;17;Aparelho de Som
Contoso;Regular;50,56;109,95;18;Aparelho de Som
Contoso;Regular;50,56;109,95;19;Aparelho de Som
Contoso;Regular;61,62;134;20;Aparelho de Som
Contoso;Regular;61,62;134;21;Aparelho de Som
Contoso;Regular;61,62;134;22;Aparelho de Som
Contoso;Regular;61,62;134;23;Aparelho de Som
Contoso;Regular;91,93;199,9;24;Aparelho de Som
Contoso;Regular;91,93;199,9;25;Aparelho de Som
Contoso;Regular;91,93;199,9;26;Aparelho de Som
Contoso;Regular;91,93;199,9;27;Aparelho de Som
Contoso;Regular;91,93;199,9;28;Aparelho de Som
Contoso;Regular;84,49;255;29;Aparelho de Som
Contoso;Regular;84,49;255;30;Aparelho de Som
Contoso;Regular;84,49;255;31;Aparelho de Som
Contoso;Regular;84,49;255;32;Aparelho de Som
Contoso;Regular;84,49;255;33;Aparelho de Som
Contoso;Regular;48,92;95,95;34;Aparelho de Som
Contoso;Regular;48,92;95,95;35;Aparelho de Som
Contoso;Regular;48,92;95,95;36;Aparelho de Som
Contoso;Regular;106,69;232;41;Aparelho de Som
Contoso;Regular;106,69;232;42;Aparelho de Som
Contoso;Regular;106,69;232;43;Aparelho de Som
Contoso;Regular;106,69;232;44;Aparelho de Som
Contoso;Regular;106,69;232;45;Aparelho de Som
Contoso;Regular;167,73;329;241;Home Theater
Contoso;Regular;294,54;889;242;Home Theater
Contoso;Regular;208,52;409;243;Home Theater
Contoso;Regular;197,28;429;244;Home Theater
Contoso;Regular;224,87;489;245;Home Theater
Contoso;Regular;167,73;329;246;Home Theater
Contoso;Regular;155,89;339;247;Home Theater
Contoso;Regular;183,49;399;248;Home Theater
Contoso;Regular;243,27;529;250;Home Theater
Contoso;Regular;244,72;480;251;Home Theater
Contoso;Regular;183,54;360;252;Home Theater
Contoso;Regular;167,73;329;254;Home Theater
Contoso;Regular;294,54;889;255;Home Theater
Contoso;Regular;208,52;409;256;Home Theater
Contoso;Regular;197,28;429;257;Home Theater
Contoso;Regular;224,87;489;258;Home Theater
Contoso;Regular;167,73;329;259;Home Theater
Contoso;Regular;155,89;339;260;Home Theater
Contoso;Regular;183,49;399;261;Home Theater
Contoso;Regular;243,27;529;263;Home Theater
Contoso;Regular;244,72;480;264;Home Theater
Contoso;Regular;183,54;360;265;Home Theater
Contoso;Regular;167,73;329;267;Home Theater
Contoso;Regular;294,54;889;268;Home Theater
Contoso;Regular;208,52;409;269;Home Theater
Contoso;Regular;197,28;429;270;Home Theater
Contoso;Regular;224,87;489;271;Home Theater
